0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	0.0672149406	
0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	0.2752833201	
0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	0.8104664685	
1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	1.3156990294	
1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	1.7910135690	
2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	2.2364420939	
2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	2.6520158318	
3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	3.0377650187	
3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	3.3937186918	
3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	3.7199044917	
4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	4.0163484733	
4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	4.2830749277	
4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	4.5201062166	
4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	4.7274626193	
4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	
5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	
5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	
5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	
5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	
5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	
5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	5.3492700660	
5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	5.3196692017	
5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	5.2604647466	
5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	5.1716512663	
5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	5.0532206557	
4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	4.9051621943	
